                  epoch,        train/giou_loss,         train/cls_loss,          train/l1_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),          val/giou_loss,           val/cls_loss,            val/l1_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    102,                0.29051,                0.48134,                 0.4396,                0.78214,                0.78908,                0.74905,                0.48189,                0.33705,                 0.6452,                0.55654,                 0.0001,                 0.0001,                 0.0001
                    103,                0.28129,                0.49252,                0.43879,                0.79844,                0.78809,                 0.7527,                0.45278,                0.36453,                0.66246,                0.62972,                 0.0001,                 0.0001,                 0.0001
                    104,                0.27527,                 0.4633,                0.42733,                0.84022,                0.75922,                0.74438,                0.44095,                 0.3836,                0.63591,                0.68117,                 0.0001,                 0.0001,                 0.0001
                    105,                0.28218,                0.50453,                0.44101,                0.76322,                0.71996,                  0.699,                0.40978,                0.38091,                0.67001,                0.66945,                 0.0001,                 0.0001,                 0.0001
                    106,                0.27726,                0.50494,                0.41861,                0.86932,                0.83892,                0.82364,                0.52463,                 0.3441,                0.54903,                0.58283,                 0.0001,                 0.0001,                 0.0001
                    107,                0.27684,                0.50438,                0.41473,                0.79316,                0.81421,                0.78093,                0.49106,                0.34794,                 0.6295,                0.57521,                 0.0001,                 0.0001,                 0.0001
                    108,                0.27925,                0.50764,                0.42079,                0.79858,                0.74685,                0.72203,                0.43831,                0.37124,                0.65763,                0.64844,                 0.0001,                 0.0001,                 0.0001
                    109,                0.28488,                0.46615,                0.43139,                0.83962,                0.80507,                0.78814,                0.49103,                0.35048,                0.63844,                0.59871,                 0.0001,                 0.0001,                 0.0001
                    110,                0.27723,                0.45942,                0.42441,                0.81647,                0.78988,                0.78881,                0.49765,                0.34649,                0.62504,                0.58254,                 0.0001,                 0.0001,                 0.0001
                    111,                0.27727,                0.46571,                0.42321,                0.79687,                0.84491,                0.78376,                0.49883,                0.34412,                0.63826,                0.58669,                 0.0001,                 0.0001,                 0.0001
                    112,                0.27461,                0.46997,                0.41565,                0.83757,                0.80761,                0.79557,                0.49636,                0.35184,                0.59347,                0.58527,                 0.0001,                 0.0001,                 0.0001
                    113,                0.27134,                0.48248,                0.40368,                0.84627,                 0.8138,                0.78517,                0.49052,                0.35423,                0.61352,                0.61724,                 0.0001,                 0.0001,                 0.0001
                    114,                 0.2724,                0.46407,                0.40397,                0.81103,                0.84158,                0.80679,                0.49877,                0.35571,                0.58025,                0.61198,                 0.0001,                 0.0001,                 0.0001
