                  epoch,        train/giou_loss,         train/cls_loss,          train/l1_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),          val/giou_loss,           val/cls_loss,            val/l1_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     86,                0.34998,                 0.5304,                0.52979,                0.78697,                0.73176,                0.75065,                0.43571,                0.38755,                0.66546,                0.67785,                 0.0001,                 0.0001,                 0.0001
                     87,                0.36214,                0.53169,                0.55094,                0.85691,                0.81317,                0.83261,                0.49755,                0.37295,                0.54251,                 0.6157,                 0.0001,                 0.0001,                 0.0001
                     88,                0.34417,                0.48076,                0.52975,                0.82657,                0.77618,                0.77207,                0.46556,                0.36186,                0.61304,                0.60291,                 0.0001,                 0.0001,                 0.0001
                     89,                0.34967,                0.51769,                0.53379,                 0.8198,                0.75206,                0.77409,                0.45343,                0.37772,                0.59954,                 0.6417,                 0.0001,                 0.0001,                 0.0001
                     90,                0.35651,                0.49091,                0.56683,                0.85032,                0.83597,                0.84164,                0.50765,                0.36734,                0.57731,                0.61197,                 0.0001,                 0.0001,                 0.0001
                     91,                0.34873,                0.49412,                0.54057,                0.83361,                 0.8488,                0.82582,                0.46849,                0.38804,                0.61276,                0.68101,                 0.0001,                 0.0001,                 0.0001
                     92,                 0.3564,                0.50829,                0.53867,                0.82553,                0.73832,                0.74216,                0.43393,                0.38358,                0.67688,                0.66096,                 0.0001,                 0.0001,                 0.0001
                     93,                0.33842,                0.51612,                0.51107,                0.84069,                0.86183,                0.84694,                0.49014,                0.39384,                 0.5645,                0.68936,                 0.0001,                 0.0001,                 0.0001
                     94,                0.34269,                0.48306,                0.53267,                0.85761,                0.81533,                0.82246,                   0.51,                0.36222,                 0.5468,                0.59738,                 0.0001,                 0.0001,                 0.0001
                     95,                0.34579,                0.47843,                0.53964,                0.85345,                0.81357,                0.81953,                0.52236,                0.34487,                0.56278,                 0.5624,                 0.0001,                 0.0001,                 0.0001
                     96,                0.32421,                0.48746,                0.49986,                0.87915,                0.77482,                0.81745,                0.47524,                0.38622,                0.58613,                  0.673,                 0.0001,                 0.0001,                 0.0001
                     97,                0.34716,                0.52956,                 0.5448,                0.85143,                0.78953,                0.80694,                0.50079,                0.34972,                0.59002,                0.56823,                 0.0001,                 0.0001,                 0.0001
                     98,                0.34734,                0.50956,                0.54309,                0.84316,                0.81193,                0.84122,                0.52317,                0.35194,                0.54857,                0.58199,                 0.0001,                 0.0001,                 0.0001
                     99,                0.33536,                0.49019,                0.51783,                0.83764,                0.78799,                0.77891,                0.44051,                 0.3919,                0.62756,                0.69153,                 0.0001,                 0.0001,                 0.0001
                    100,                0.33346,                0.48141,                 0.5217,                0.85377,                0.81358,                 0.8067,                0.49056,                0.36424,                 0.5735,                0.61418,                 0.0001,                 0.0001,                 0.0001
                    101,                0.33834,                0.47828,                0.51968,                0.90584,                0.76748,                0.79488,                0.45583,                0.39988,                0.55478,                0.69904,                 0.0001,                 0.0001,                 0.0001
                    102,                0.33303,                 0.4639,                0.50592,                0.88261,                0.82434,                0.84107,                0.51729,                0.36028,                0.56551,                0.61283,                 0.0001,                 0.0001,                 0.0001
                    103,                0.33602,                0.46499,                0.52904,                0.82917,                0.84324,                0.82398,                0.48982,                0.37283,                0.56781,                0.63051,                 0.0001,                 0.0001,                 0.0001
                    104,                0.32742,                0.49074,                0.50968,                0.82226,                 0.8353,                0.81085,                0.49176,                0.36903,                0.58152,                0.61072,                 0.0001,                 0.0001,                 0.0001
                    105,                0.32892,                0.53929,                0.50866,                0.81553,                0.82548,                0.80295,                0.47262,                0.38145,                0.58037,                0.65184,                 0.0001,                 0.0001,                 0.0001
                    106,                0.32978,                0.47803,                0.50642,                0.83271,                 0.8286,                0.82196,                0.48884,                0.36656,                0.60537,                0.62782,                 0.0001,                 0.0001,                 0.0001
                    107,                0.32995,                0.46506,                0.49993,                0.81703,                0.79272,                0.76308,                0.46726,                0.35803,                0.63117,                0.60549,                 0.0001,                 0.0001,                 0.0001
                    108,                 0.3215,                0.45982,                0.48887,                0.79014,                0.78944,                0.75567,                0.45474,                0.36303,                 0.6453,                0.61853,                 0.0001,                 0.0001,                 0.0001
                    109,                0.33668,                0.50277,                 0.5185,                 0.8496,                0.82184,                 0.8178,                0.51545,                0.34029,                0.58459,                0.56542,                 0.0001,                 0.0001,                 0.0001
                    110,                0.32483,                 0.4553,                0.48568,                0.84989,                0.88393,                0.84417,                 0.5311,                0.34542,                0.57867,                0.57838,                 0.0001,                 0.0001,                 0.0001
                    111,                0.31925,                  0.471,                0.48411,                0.86492,                0.85383,                0.83169,                0.52881,                0.33855,                 0.5488,                0.57073,                 0.0001,                 0.0001,                 0.0001
                    112,                0.32268,                0.45752,                0.49296,                0.82687,                0.82105,                0.79866,                0.51789,                0.34014,                0.57094,                0.57199,                 0.0001,                 0.0001,                 0.0001
                    113,                0.32806,                0.44815,                 0.4982,                 0.8415,                0.81553,                0.80187,                0.47598,                0.37424,                0.61952,                0.64855,                 0.0001,                 0.0001,                 0.0001
                    114,                0.31454,                0.45059,                0.47958,                0.83232,                0.81051,                0.79469,                0.44772,                0.40456,                0.61728,                0.71449,                 0.0001,                 0.0001,                 0.0001
                    115,                0.31712,                0.46069,                0.48032,                0.83758,                0.83675,                0.84073,                0.52286,                0.34554,                0.57464,                 0.5646,                 0.0001,                 0.0001,                 0.0001
                    116,                  0.317,                0.42948,                0.49237,                0.82906,                0.81676,                0.80851,                0.49278,                0.36639,                0.62212,                0.63099,                 0.0001,                 0.0001,                 0.0001
                    117,                0.30716,                0.48958,                0.47367,                0.89847,                0.79993,                0.83939,                0.52133,                0.35677,                0.56455,                0.60027,                 0.0001,                 0.0001,                 0.0001
                    118,                0.31184,                 0.4224,                0.48103,                0.86512,                0.84282,                0.84356,                0.53345,                0.35471,                0.56964,                0.59342,                 0.0001,                 0.0001,                 0.0001
                    119,                0.31269,                0.42615,                0.48862,                0.88443,                0.79526,                0.81871,                0.50576,                0.36057,                0.58629,                0.61223,                 0.0001,                 0.0001,                 0.0001
                    120,                0.31546,                0.47761,                0.49247,                0.82223,                0.82131,                0.82997,                0.52362,                0.34702,                 0.5882,                0.57446,                 0.0001,                 0.0001,                 0.0001
                    121,                0.31279,                0.45656,                0.47074,                 0.8234,                0.80694,                0.82279,                0.48963,                0.37087,                0.57498,                0.64355,                 0.0001,                 0.0001,                 0.0001
                    122,                0.30896,                0.41998,                0.46609,                0.84786,                0.81073,                 0.8337,                0.51509,                0.35065,                0.60295,                0.58948,                 0.0001,                 0.0001,                 0.0001
                    123,                0.29689,                0.44008,                0.45087,                 0.8473,                0.78976,                 0.8107,                0.47753,                0.38019,                  0.637,                0.66042,                 0.0001,                 0.0001,                 0.0001
                    124,                0.31153,                0.43629,                 0.4871,                0.88316,                0.85066,                 0.8598,                0.53349,                0.36002,                0.54344,                0.61397,                 0.0001,                 0.0001,                 0.0001
                    125,                0.30693,                0.43307,                0.46289,                0.81982,                0.80258,                0.81253,                0.50587,                0.35386,                0.61869,                0.59705,                 0.0001,                 0.0001,                 0.0001
                    126,                0.29874,                0.43136,                 0.4437,                0.87332,                0.82413,                0.84092,                0.51234,                0.35368,                0.56495,                0.60169,                 0.0001,                 0.0001,                 0.0001
                    127,                0.31111,                0.46113,                0.47253,                 0.8706,                0.80318,                0.81389,                0.51229,                0.33862,                0.59556,                0.57054,                 0.0001,                 0.0001,                 0.0001
                    128,                0.29758,                0.42007,                0.45895,                0.88428,                0.79837,                0.84438,                0.52779,                0.34406,                0.55137,                0.58264,                 0.0001,                 0.0001,                 0.0001
                    129,                 0.3016,                0.41195,                 0.4611,                0.88828,                0.84691,                0.84923,                0.52517,                0.35381,                0.53963,                0.60126,                 0.0001,                 0.0001,                 0.0001
                    130,                0.29706,                0.42087,                0.45842,                0.87553,                0.84791,                 0.8383,                0.51149,                0.36211,                0.54958,                0.61958,                 0.0001,                 0.0001,                 0.0001
                    131,                0.30529,                0.43028,                0.45418,                0.83071,                 0.8315,                0.83702,                0.52348,                0.35572,                0.57083,                0.60545,                 0.0001,                 0.0001,                 0.0001
                    132,                0.29625,                0.41434,                0.46093,                0.86312,                0.84935,                0.85955,                0.53966,                0.35174,                0.55165,                0.58917,                 0.0001,                 0.0001,                 0.0001
                    133,                0.29224,                0.41098,                0.44576,                0.85942,                0.79474,                0.81671,                0.51487,                0.34583,                0.59558,                  0.583,                 0.0001,                 0.0001,                 0.0001
                    134,                0.29288,                0.40963,                 0.4532,                0.84563,                0.81998,                0.82704,                0.50861,                0.35405,                0.62832,                0.59683,                 0.0001,                 0.0001,                 0.0001
                    135,                0.29591,                0.40317,                0.43906,                0.87106,                0.81997,                0.82901,                0.52392,                0.34251,                 0.5882,                0.57367,                 0.0001,                 0.0001,                 0.0001
                    136,                0.29119,                0.40627,                0.44372,                0.82956,                0.84454,                0.84745,                0.52111,                0.35667,                0.60202,                0.60324,                 0.0001,                 0.0001,                 0.0001
                    137,                0.29149,                0.42645,                0.45017,                0.83668,                0.84198,                0.84991,                0.54321,                0.34051,                0.60087,                0.57277,                 0.0001,                 0.0001,                 0.0001
                    138,                0.29759,                0.39975,                0.45102,                0.85099,                0.83741,                0.83842,                0.52074,                0.35513,                0.62131,                0.60753,                 0.0001,                 0.0001,                 0.0001
                    139,                0.28799,                0.43043,                0.43321,                 0.8639,                0.84963,                0.83537,                0.51504,                0.36173,                0.59509,                0.62357,                 0.0001,                 0.0001,                 0.0001
                    140,                0.29585,                0.39205,                0.44265,                0.87975,                0.84428,                0.85985,                0.52701,                0.36138,                0.57751,                0.61851,                 0.0001,                 0.0001,                 0.0001
                    141,                0.28493,                0.40632,                0.43753,                0.86829,                0.84796,                0.84537,                0.53593,                0.33911,                0.58761,                 0.5644,                 0.0001,                 0.0001,                 0.0001
                    142,                0.27905,                0.40471,                0.42279,                0.87223,                0.80881,                0.83634,                0.52646,                0.35454,                0.57251,                0.60572,                 0.0001,                 0.0001,                 0.0001
                    143,                  0.282,                0.42749,                 0.4269,                0.86433,                0.84474,                0.84752,                0.53903,                0.35347,                0.54441,                0.60561,                 0.0001,                 0.0001,                 0.0001
                    144,                0.28916,                0.43401,                0.43829,                0.89076,                0.81379,                0.85201,                0.53376,                0.35917,                0.52436,                 0.6205,                 0.0001,                 0.0001,                 0.0001
                    145,                0.28897,                 0.4125,                0.44553,                0.86214,                0.82412,                0.83824,                0.53439,                0.34991,                 0.5433,                0.60197,                 0.0001,                 0.0001,                 0.0001
                    146,                0.28558,                0.39574,                0.42492,                0.85578,                0.85633,                0.84542,                0.54867,                0.34128,                0.56108,                0.58311,                 0.0001,                 0.0001,                 0.0001
                    147,                0.29145,                0.41356,                0.43187,                0.87292,                0.84963,                0.84333,                0.49677,                0.38789,                0.57039,                0.68942,                 0.0001,                 0.0001,                 0.0001
                    148,                0.28815,                0.40288,                0.43223,                0.90266,                0.84782,                0.86935,                0.55099,                0.34918,                0.53055,                0.60091,                 0.0001,                 0.0001,                 0.0001
                    149,                0.28559,                0.37948,                0.42702,                0.87616,                0.86443,                0.84752,                0.55527,                0.33616,                0.56273,                0.56592,                 0.0001,                 0.0001,                 0.0001
                    150,                 0.2831,                0.41522,                0.42561,                 0.8569,                0.83789,                 0.8355,                0.54683,                0.33633,                0.57297,                0.56443,                 0.0001,                 0.0001,                 0.0001
                    151,                0.27336,                0.39642,                0.41337,                0.86964,                0.86579,                0.85678,                0.56598,                0.34041,                0.53566,                0.57222,                 0.0001,                 0.0001,                 0.0001
                    152,                0.27353,                0.38549,                0.40529,                 0.8761,                0.87372,                0.86171,                0.55766,                0.34369,                0.53578,                0.58504,                 0.0001,                 0.0001,                 0.0001
                    153,                0.28047,                0.39173,                0.42151,                  0.875,                0.87248,                0.86246,                0.55018,                0.35314,                0.52653,                0.60476,                 0.0001,                 0.0001,                 0.0001
